	coefficient	p_value	random_intercept_variance	residual_variance	log_likelihood	aic	bic	bse	q_value
AADAT	0.39263165026887137	0.0641547533214773	0.04662643443086965	0.7730374811519175	-434.71144657361515			0.21210687624029867	0.10907419932126383
SEPTIN11	0.35418473894482927	0.06876878803926352	0.12396445346310182	0.5763313885138008	-348.03528554132447			0.1946138684289961	0.11531996763507267
UPF1	0.5626920696897073	0.0009530045764541948	0.1430520836052333	0.5034294693385414	-371.44597647543617			0.17030398544801353	0.0027020158656114596
TUBB2A	0.6963321614892356	1.9154468767615247e-05	0.03128673854387897	0.45532365518491164	-350.04127569776415			0.16290279316241046	7.01139323172782e-05
HNRNPA3	0.29210107933861407	0.09138811249034767	0.03596829443945512	0.5053331665444685	-365.36191019809246			0.17303331758587043	0.14601260318083237
HNRNPM	0.4251557676850001	0.009624896957712908	0.08404275817612869	0.5083920422990152	-400.8261145520057			0.16421482013652172	0.021170457209677942
EIF4A1	-0.2287002018913807	0.15527940859010855	0.16203474517973335	0.5010239799364264	-414.9984788299041			0.1609285883283199	0.22701803252890684
HNRNPCL3	0.3139469410751889	0.05317414435381725	0.05147961132548229	0.49289084892173185	-401.1700366923992			0.16237201772565787	0.09281821283112941
RPL26	0.3602315687000093	0.04217329631750289	0.0003215193544673644	0.5526439648901452	-386.0481359959922			0.17729623942237896	0.0767841002843749
CYP2D6	-0.5913913916199897	4.071530868510616e-05	0.20284608798867038	0.41357507009337435	-388.883613133577			0.1441228976329684	0.00014419392714833627
SUCLG2	1.2578857763590188	2.0737793040599239e-19	0.012980327236474633	0.391300244256107	-376.5719592953187			0.1396208282022613	1.9751237837696943e-18
RPL34	0.4181940328311042	0.017871338845949197	0.11711531989094799	0.5757534204437923	-427.1004981137298			0.17658184509312608	0.03706508120058385
IAH1	0.08939566820135939	0.6234652737279005	0.21338281312771662	0.5218033418337303	-362.4053185193768			0.18208892847433977	0.6973995821289286
SERPINA1	0.3930919130362493	0.034895141938026834	0.09911061761947747	0.5440002033006769	-342.65124795928705			0.18633718351511247	0.06621302561161378
PSMA5	-0.0944568207412838	0.6036772174500252	0.07145314244705125	0.6057789033060264	-427.70345272040777			0.18195573519514555	0.6775827806847536
CSDE1	0.5009954595459527	0.005321948849288913	0.16370287217320542	0.5099194423106461	-374.7607362196936			0.17976981061516714	0.012702753822755288
SSB	0.41079687025559686	0.026683291460655106	6.349468534856775e-09	0.6067476170881316	-407.70721861261575			0.18536761913640845	0.052988479601017525
FBP1	1.9592452512271366	1.5362013325653064e-60	0.09492816147300642	0.2793266982424593	-312.17977870975346			0.11936935808657011	4.8613338943437595e-59
EEF1G	0.17382244031468994	0.27861976580213466	5.614787260233616e-11	0.5225726859361614	-433.51167180172547			0.16043788841904452	0.3662190657000463
SERPINA1	0.6716374271015816	0.0005791432983789382	0.08597365511762192	0.6708377640953535	-414.3102275950781			0.19517543346876914	0.001742759434692449
TUFM	0.8740190952121484	3.7433285835659568e-06	0.0905465065862382	0.667183516594319	-462.3154607135841			0.18897109628259978	1.5111956133655158e-05
TTPA	-0.3564246334824759	0.09969058317713538	0.037711161882395455	0.8068135580908172	-460.01429155510186			0.21649311292248344	0.15613834339806895
EMC1	0.07295863891363759	0.6840917740196191	0.12990778464707978	0.499542693699683	-318.29717961262054			0.1793098125006032	0.7506644634376357
EIF5AL1	-0.004521892911914113	0.9802118543250982	0.1714554680031959	0.49917596011623144	-339.9856485733187			0.18231009090217176	0.9842250041892746
AGXT2	-0.5655101408614766	0.000550130406699276	0.03519260151986064	0.5058044570164205	-404.50521280567114			0.16367499696954915	0.0016708295014612685
TOMM20	-0.139273426800064	0.43525324144796995	0.28264526738743295	0.47902986381679036	-339.39860000714305			0.17850215913618875	0.5229597049479844
PBLD	0.3619224324468407	0.04384004536800109	1.6543369752843965e-08	0.6201722340190177	-435.150542468547			0.17955913271230792	0.07920273389688594
NDRG2	0.49064691923973347	0.02070992228510531	0.06403059372740783	0.7250187771019014	-430.6796463212304			0.21210455982811594	0.042237908028458025
DLST	0.917499177565159	6.780280428929997e-08	4.895187688834459e-10	0.5382229455386736	-412.6163870325702			0.17000490487288691	3.228861699407926e-07
PSMD4	-0.18532494677034425	0.3832518509598051	0.014135523462511939	0.7185664783085319	-417.88581630818044			0.21254803204503459	0.47561064459412783
SQOR	1.5645322487929947	1.130389108723436e-15	0.04857800039112353	0.5772696323808312	-353.14203562840544			0.19527842419958993	8.731588312265283e-15
NAPA	0.18923422013337546	0.36144826152307086	0.024171703863402578	0.6128911529946632	-349.75739493515243			0.2073552165430353	0.45284897133350255
ARPC2	-0.13120098470323285	0.4531923453605621	0.15761865532186484	0.5368453857950558	-400.13417951707174			0.1749104984126236	0.5408536384412548
CRIP2	-0.26796868541777147	0.1323417274005843	0.046028026509195075	0.5907702660073129	-420.50096220045225			0.17806040486273184	0.1979073697865445
ACOT13	0.4664062903652157	0.015564736845738971	0.04099598503919047	0.5507204182262423	-350.3792974091374			0.19281233350862936	0.03297841651332598
EWSR1	-0.055474963976789755	0.7550585430427412	1.158271003706395e-08	0.5258359925488719	-366.5010172218566			0.17781788512989238	0.8095908840326927
AMDHD1	1.0179630591251394	1.7600050786886835e-10	0.007011722470070241	0.42965805879308827	-343.19415316501			0.15953175208934503	1.0277172513057135e-09
DSTN	-0.058284399281535705	0.7829466332654057	0.17034870277563705	0.712326462086545	-414.83383686435104			0.21157312149720545	0.8330484243311963
SLC25A22	0.5935258520981392	0.00042607200057819986	0.024137137052647764	0.5010571302939512	-373.3297152428132			0.16845330759529484	0.0013269099446578223
PRPF8	0.1302623511044178	0.5264539699307902	0.1019408224142177	0.5728742228103182	-329.71191252000585			0.20564655075032454	0.6090228119128599
PSMA6	0.12719044258999038	0.5121257515143858	0.05218254653372286	0.5875495824254748	-372.1009719375779			0.19402650302346486	0.5938479459049792
TMED10	0.28284586661455446	0.1227213955302295	0.10465744565074309	0.5166310734752382	-351.36750031297686			0.18325549211485445	0.18521490617716174
ACOT12	-0.16609446400318964	0.44901058345081724	0.12722574656929353	0.7217882565287321	-380.1169657101178			0.2193924434586083	0.5365156910660801
NDUFS4	0.962518038657923	3.3279049553252043e-09	0.02049062734767259	0.5177262979664007	-414.90170127976967			0.16273741035256067	1.7937773413044094e-08
HACL1	-0.7261764111014	6.705527548164216e-06	0.004493047282599991	0.5184134145064545	-427.2338466703536			0.1612711999021375	2.6312490098996385e-05
ESD	0.18767342883505508	0.2921401546746659	0.07121480412179011	0.5543787164542594	-393.743942353996			0.17815322205026302	0.3805969345761584
TARS1	0.21696595665200605	0.26017975521713277	0.14645475492198542	0.666112723804028	-434.39932286406133			0.19269310594945513	0.34678850525544463
DPYS	-0.02002427600914955	0.8980595456448605	0.23173226984346063	0.4573217226612221	-382.6405820512516			0.1563016671367385	0.9225093343221027
GBE1	-1.0514675157847375	3.920541630453419e-24	1.2993070911203664e-08	0.4962839918445729	-408.4064681805537			0.10376078308228404	4.47215272031954e-23
EHD3	-0.17524186958603868	0.37382490355376685	0.020436244878791518	0.5974138841088098	-362.2630654971273			0.19704896723142334	0.46656772313771666
CYP4F2	-0.5252062109749659	0.008580306027357891	0.14528979911674364	0.6442573622398673	-391.1864876296454			0.1998244098774937	0.019261510784526523
EHD1	0.30362524845426164	0.0958076331311736	0.1688572210382137	0.5490544625433559	-362.5585946128176			0.18229979008419708	0.15183729903341084
PSMD13	0.22025205502647258	0.212686116170126	0.12711760320406118	0.5660800071461503	-412.6979648932436			0.17673705134821177	0.29469644062555594
SLC25A10	-0.8698719886405238	2.725546390135898e-06	0.04545885319431233	0.5647566001981684	-365.7575386400865			0.18545448741055687	1.1281692019929603e-05
MRC1	0.8162429930802044	2.617415487089773e-06	0.06417564863220293	0.4973548429453545	-350.34524108243545			0.17371442979356302	1.088001946116554e-05
OLA1	0.5149018936794543	0.05407734123161419	0.186219480822669	1.103915444615834	-485.90295756364844			0.26731256979805845	0.09422712566290145
NOP56	0.13085479006593054	0.4960508255499101	0.06531073865480103	0.5531251077047505	-351.4975659445412			0.1922309350985614	0.5813929030638731
SNX5	0.6897894400160643	0.00010239999373508503	0.0878322324602011	0.47905433976480943	-325.62871198717926			0.17755958400592847	0.00034520410259147226
PSMA7	-0.5755256063956778	0.0011795633188858947	0.07516471752045523	0.5640665871284296	-418.3751687241031			0.17742456550502272	0.003315620675722243
NDUFB5	1.1406863664659173	4.556765490917747e-09	0.05438658216526872	0.5775378275941105	-357.89972559344335			0.1945700671092445	2.4294494274947336e-08
CMPK1	0.03994626418539388	0.842323580898326	0.10145945016483132	0.6179685943318907	-364.0986379476242			0.20081347580504813	0.8770703637320018
KHDRBS1	0.39828940266989943	0.016397308753593413	0.012811488909757154	0.425744479311952	-315.1403938881168			0.16595737108262423	0.03444488198559987
PSMB2	-0.11962788974357619	0.5818262054534629	0.2683735476758291	0.7204063312917152	-394.41025121165285			0.21722122195334195	0.6575708612325427
TMED2	0.2201846305593075	0.236131329200729	0.12434818562683082	0.5244726835273386	-332.98035441872514			0.1858549818427426	0.3186311333506398
USO1	0.2863803302142771	0.1947315418219634	0.17994228603890616	0.8068586370244722	-440.3768972355912			0.22085176023710867	0.2744707507576812
PCYOX1	-0.08772172475989512	0.6540441106083758	0.042373742098512086	0.6737066791587409	-442.56235526047567			0.195741377759662	0.7266333776974141
COPG1	0.4143240010863366	0.014790409713208962	0.0175771365159332	0.5349318702313172	-409.7552408302656			0.16998111538183985	0.031542156366647804
STRAP	0.23117982617684218	0.27886405920278756	0.20027078389943073	0.7334956895893052	-412.141552250931			0.2134871504054323	0.3662190657000463
SLCO1B1	-1.4454742659612532	1.380280537142669e-14	0.04812213200437932	0.5052131693224947	-344.9372839717611			0.18776854242268337	1.0104889604007151e-13
PSMA1	-0.4670973968792733	0.05192281128130406	0.12324716537692354	0.9349573389724708	-447.49628331113956			0.240304478705364	0.09144753656545652
COPB1	0.17104762167860219	0.34664123805782965	0.26036264695675876	0.5568968859725659	-396.8913044444654			0.18174820044342574	0.43821527646228203
BAG3	0.1271431951474719	0.5391644221462	0.0028792393499043134	0.6725064293949713	-371.97821998026734			0.20704763027179973	0.6178975445390446
NSDHL	0.41001595251367423	0.0140178571595369	0.10701828597038472	0.46950102686761686	-359.42757419335715			0.16688987316364237	0.030090848738524505
DNAJA2	-0.08798526075166946	0.6799211521781694	0.2213644992709642	0.7800953707399249	-433.7536305097235			0.21326103631476512	0.7486000564385905
CYB5B	-0.9706799023695307	6.451009822315933e-09	0.0107918013539644	0.4775134297290622	-360.273315455693			0.16722524708296008	3.3841928533111926e-08
IDH3A	-0.3430412140860962	0.06181776538729512	0.0067976689658018384	0.5444561015805481	-363.019496688559			0.18368018171193823	0.10601962909953937
MAP4	0.2771552161753279	0.23112362691350363	0.03814042086779859	0.7915916002518836	-409.641933471906			0.23145076096799674	0.31451403238806225
NDUFA13	0.5750075029938834	0.004442431849549231	0.026116879936849285	0.6893871638553487	-431.38137088733254			0.20211817022314377	0.010774402402220674
SERBP1	0.1915702884303629	0.2620930332391882	0.08340730772193247	0.5417865897187218	-407.87117131888226			0.17082255239515373	0.34839195881794527
DECR2	-0.7924971715610848	7.102664615998852e-09	0.27208618794699124	0.3340571338011018	-321.5489581085819			0.1369093984785659	3.7062308448376993e-08
DDX1	0.3433928966914018	0.11337664420319914	0.27671998219635463	0.74092517190128	-408.9431978548977			0.2168984449116973	0.1740571016640663
CLIC4	-0.28450800660422726	0.14520555170138164	0.08331072151377833	0.5148729378772203	-315.63371425398554			0.195313030710426	0.21356318773471572
CTNNA1	0.7942894032077694	4.295777903462063e-05	0.11938440129132204	0.6594782816109352	-431.2297993186505			0.19415687145396462	0.00015158842170130517
PALS2	0.6961192249156903	5.2359959509192055e-05	0.04780571153713311	0.4744193874464052	-335.1631740999936			0.17210076629086876	0.00018279402234347832
ECHDC3	0.8454323107928441	1.0110101768624574e-05	0.04569156719937828	0.5425454970134985	-343.7348602347795			0.1914993492231668	3.829347426648922e-05
MRPL12	0.7097304306733857	0.00020926300008470766	0.022627403993274658	0.6516980160238485	-411.9628627352222			0.1914277237402064	0.0006730721412560598
NDUFB10	0.7848765611598552	6.451304332949439e-06	0.2798458825289088	0.4856619953160553	-349.0211725512669			0.1739904734947754	2.5416584540656224e-05
SLCO1A2	-1.0350066980254735	1.1813519662670914e-09	0.09365623801630418	0.46374603060057235	-355.1190199041979			0.17015427883250334	6.474336753676071e-09
TPP2	0.42267189024697716	0.02545516588839846	0.15186133322394194	0.5570801226214199	-364.7156568019923			0.1891636621204531	0.05075511735064815
ACACB	-0.3521850113394957	0.05280634401668295	0.007170771424593423	0.541939584298211	-370.12939533916006			0.18186666179588298	0.09250539907208209
LONP2	-0.547420915810736	0.0009435542046765873	0.04133272312847347	0.5185361847845367	-415.78410209884305			0.1655420994913551	0.002690775217406198
SEC61B	0.46090212759410387	0.00644402887416985	0.010672170033751704	0.5469863150322692	-424.649338703259			0.169182600963565	0.014909415862171281
GATD3	0.7302675936994134	3.0038502148178534e-05	0.0029109675368576135	0.5379428288496649	-385.20263691412765			0.17499091802249372	0.00010754660805606985
MSRA	0.2057936696717176	0.27348891475351855	0.025847986585836966	0.5979377592580853	-394.10999930049127			0.18792856412995093	0.3610937084430709
RBBP4	0.40353955840539435	0.03380658820685144	0.017809021508555598	0.5536036892640045	-346.017379810369			0.1901361929166519	0.06452191251151995
RPL38	0.23921294117228115	0.226428796969118	0.14389596133032975	0.6208613609831438	-382.9211338026515			0.19776047932255386	0.30980006949331207
SEPTIN9	0.23210126858843597	0.31437636164166016	0.16161419092425236	0.7937992792277637	-411.3836898390866			0.23069827442122562	0.4049350276832117
ATP11C	-0.6103327823576997	0.000688789523639458	0.12680960429087929	0.5549682991686073	-394.46674716703717			0.17982682767499691	0.0020475834020918433
RDH11	0.1874062776314799	0.2803091976543787	0.0033718653083906723	0.5474583874617707	-403.95954842967626			0.1735846012393374	0.3676247632338843
AHNAK	0.07526949073811064	0.6738621903751608	0.0713126762556035	0.4610512343206624	-322.7393692788222			0.1788496998283814	0.7444103157739145
HNRNPUL2	0.5546601811010355	0.008006161755798394	0.004785822028952376	0.6650612155587309	-389.9624102735272			0.20916287889383264	0.018138671322028233
CYP4V2	0.855663213178439	2.4914303571410274e-07	0.1397370043072146	0.4782873862497309	-359.64593538254826			0.1658794270674482	1.1211436607134623e-06
APOO	0.677406150182924	0.0004915115774287473	0.028772713799140162	0.5982709975051971	-370.918865914237			0.1943586846547917	0.0015067901795550035
